GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AQNGE001,AQNGE002,AQNGE003,AQNGE004,AQNGE005,AQNGE006,AQNGE007,AQNGE008,AQNGE009,AQNGE010,AQPZE001,AQPZE002,AQPZE003,AQPZE004,AQPZE005,AQPZE006,AQPZE007,AQPZE008,NAME_M,AQNGM001,AQNGM002,AQNGM003,AQNGM004,AQNGM005,AQNGM006,AQNGM007,AQNGM008,AQNGM009,AQNGM010,AQPZM001,AQPZM002,AQPZM003,AQPZM004,AQPZM005,AQPZM006,AQPZM007,AQPZM008
"G27002900001003","2018-2022","MN",,,"Minnesota","27","Clearwater County","029",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270290001003",,,"270290001003","Block Group 3, Census Tract 1, Clearwater County, Minnesota",745,572,2,40,9,0,0,122,48,74,673,47,79,24,21,66,20,416,"Block Group 3, Census Tract 1, Clearwater County, Minnesota",147,123,5,38,10,9,9,61,32,53,147,32,38,21,24,43,17,104
"G27002900002001","2018-2022","MN",,,"Minnesota","27","Clearwater County","029",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270290002001",,,"270290002001","Block Group 1, Census Tract 2, Clearwater County, Minnesota",897,378,2,385,4,0,9,119,0,119,889,95,111,73,50,48,33,479,"Block Group 1, Census Tract 2, Clearwater County, Minnesota",107,64,6,71,3,9,9,36,9,36,107,48,33,44,22,25,24,82
"G27002900002002","2018-2022","MN",,,"Minnesota","27","Clearwater County","029",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270290002002",,,"270290002002","Block Group 2, Census Tract 2, Clearwater County, Minnesota",1385,1305,0,0,7,0,2,71,27,44,1382,17,86,48,43,136,65,987,"Block Group 2, Census Tract 2, Clearwater County, Minnesota",135,124,9,9,7,9,3,34,26,23,136,9,39,25,15,70,34,120
"G27002900002003","2018-2022","MN",,,"Minnesota","27","Clearwater County","029",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270290002003",,,"270290002003","Block Group 3, Census Tract 2, Clearwater County, Minnesota",689,584,1,35,0,0,16,53,8,45,689,61,23,58,21,31,19,476,"Block Group 3, Census Tract 2, Clearwater County, Minnesota",91,88,2,17,9,9,18,25,5,24,91,22,16,41,18,18,15,77
"G27002900003001","2018-2022","MN",,,"Minnesota","27","Clearwater County","029",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270290003001",,,"270290003001","Block Group 1, Census Tract 3, Clearwater County, Minnesota",368,311,0,33,0,0,0,24,0,24,366,14,19,6,2,55,15,255,"Block Group 1, Census Tract 3, Clearwater County, Minnesota",65,54,9,22,9,9,9,14,9,14,66,8,16,5,4,31,12,56
"G27002900003002","2018-2022","MN",,,"Minnesota","27","Clearwater County","029",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270290003002",,,"270290003002","Block Group 2, Census Tract 3, Clearwater County, Minnesota",783,756,0,3,4,0,0,20,3,17,783,36,52,26,22,46,19,582,"Block Group 2, Census Tract 3, Clearwater County, Minnesota",172,173,9,5,5,9,9,13,5,13,172,29,22,17,14,31,13,174
"G27002900003003","2018-2022","MN",,,"Minnesota","27","Clearwater County","029",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270290003003",,,"270290003003","Block Group 3, Census Tract 3, Clearwater County, Minnesota",974,870,0,7,9,0,2,86,3,83,974,23,75,25,32,78,43,698,"Block Group 3, Census Tract 3, Clearwater County, Minnesota",112,105,9,8,9,9,3,32,4,31,112,10,26,12,17,62,21,83
"G27002900003004","2018-2022","MN",,,"Minnesota","27","Clearwater County","029",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270290003004",,,"270290003004","Block Group 4, Census Tract 3, Clearwater County, Minnesota",998,902,0,6,2,0,4,84,3,81,969,21,108,104,30,104,18,584,"Block Group 4, Census Tract 3, Clearwater County, Minnesota",170,156,9,7,3,9,5,58,3,58,171,13,57,61,28,71,19,153
"G27003104801011","2018-2022","MN",,,"Minnesota","27","Cook County","031",,,"480101","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270314801011",,,"270314801011","Block Group 1, Census Tract 4801.01, Cook County, Minnesota",1355,871,0,356,16,4,13,95,0,95,1354,57,70,32,55,59,28,1053,"Block Group 1, Census Tract 4801.01, Cook County, Minnesota",176,160,9,55,22,7,17,38,9,38,176,32,38,25,42,69,26,177
"G27003104801021","2018-2022","MN",,,"Minnesota","27","Cook County","031",,,"480102","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270314801021",,,"270314801021","Block Group 1, Census Tract 4801.02, Cook County, Minnesota",663,579,0,0,21,0,30,33,0,33,663,26,41,2,11,32,0,551,"Block Group 1, Census Tract 4801.02, Cook County, Minnesota",149,145,9,9,18,9,31,24,9,24,149,29,36,3,20,37,9,132
"G27003104801022","2018-2022","MN",,,"Minnesota","27","Cook County","031",,,"480102","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270314801022",,,"270314801022","Block Group 2, Census Tract 4801.02, Cook County, Minnesota",952,886,2,22,0,0,31,11,0,11,937,20,11,68,56,0,9,773,"Block Group 2, Census Tract 4801.02, Cook County, Minnesota",199,193,3,26,9,9,36,20,9,20,198,18,18,84,49,9,12,222
"G27003104801023","2018-2022","MN",,,"Minnesota","27","Cook County","031",,,"480102","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270314801023",,,"270314801023","Block Group 3, Census Tract 4801.02, Cook County, Minnesota",493,423,11,6,13,0,30,10,1,9,493,36,18,14,57,20,3,345,"Block Group 3, Census Tract 4801.02, Cook County, Minnesota",117,103,15,7,21,9,29,14,3,14,117,25,19,13,41,12,5,95
"G27003104802001","2018-2022","MN",,,"Minnesota","27","Cook County","031",,,"480200","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270314802001",,,"270314802001","Block Group 1, Census Tract 4802, Cook County, Minnesota",918,890,5,11,0,0,0,12,0,12,880,24,84,6,15,14,73,664,"Block Group 1, Census Tract 4802, Cook County, Minnesota",207,198,7,16,9,9,9,14,9,14,206,25,75,8,15,9,79,163
"G27003104802002","2018-2022","MN",,,"Minnesota","27","Cook County","031",,,"480200","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270314802002",,,"270314802002","Block Group 2, Census Tract 4802, Cook County, Minnesota",1230,1138,0,22,0,0,0,70,12,58,1230,15,75,15,0,80,25,1020,"Block Group 2, Census Tract 4802, Cook County, Minnesota",200,200,9,20,9,9,9,44,15,42,200,12,62,14,9,62,27,202
"G27003109900000","2018-2022","MN",,,"Minnesota","27","Cook County","031",,,"990000","0",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270319900000",,,"270319900000","Block Group 0, Census Tract 9900, Cook County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 0, Census Tract 9900, Cook County, Minnesota",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G27003302701001","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270100","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332701001",,,"270332701001","Block Group 1, Census Tract 2701, Cottonwood County, Minnesota",465,464,0,0,0,0,0,1,1,0,465,7,25,5,21,46,20,341,"Block Group 1, Census Tract 2701, Cottonwood County, Minnesota",84,84,9,9,9,9,9,2,2,9,84,7,21,5,18,36,20,77
"G27003302701002","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270100","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332701002",,,"270332701002","Block Group 2, Census Tract 2701, Cottonwood County, Minnesota",743,595,0,0,131,0,0,17,9,8,743,44,11,20,79,36,34,519,"Block Group 2, Census Tract 2701, Cottonwood County, Minnesota",130,105,9,9,69,9,9,23,12,20,130,37,16,17,57,32,23,117
"G27003302701003","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270100","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332701003",,,"270332701003","Block Group 3, Census Tract 2701, Cottonwood County, Minnesota",1286,907,0,0,147,0,145,87,79,8,1225,54,206,77,17,44,21,806,"Block Group 3, Census Tract 2701, Cottonwood County, Minnesota",210,200,9,9,63,9,82,64,62,12,209,43,111,65,16,33,17,179
"G27003302702001","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270200","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332702001",,,"270332702001","Block Group 1, Census Tract 2702, Cottonwood County, Minnesota",1195,1106,3,12,39,0,0,35,0,35,1171,80,89,31,48,72,22,829,"Block Group 1, Census Tract 2702, Cottonwood County, Minnesota",137,131,7,10,23,9,9,22,9,22,138,40,26,17,23,25,15,117
"G27003302702002","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270200","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332702002",,,"270332702002","Block Group 2, Census Tract 2702, Cottonwood County, Minnesota",589,517,0,0,14,0,32,26,26,0,589,68,50,28,18,22,36,367,"Block Group 2, Census Tract 2702, Cottonwood County, Minnesota",114,106,9,9,14,9,34,41,41,9,114,49,25,29,12,16,53,92
"G27003302702003","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270200","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332702003",,,"270332702003","Block Group 3, Census Tract 2702, Cottonwood County, Minnesota",540,512,0,3,0,0,8,17,5,12,540,9,51,47,29,47,5,352,"Block Group 3, Census Tract 2702, Cottonwood County, Minnesota",93,87,9,4,9,9,9,24,5,24,93,10,31,39,27,57,4,62
"G27003302703001","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270300","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332703001",,,"270332703001","Block Group 1, Census Tract 2703, Cottonwood County, Minnesota",510,506,0,0,0,0,0,4,0,4,510,28,43,8,9,14,2,406,"Block Group 1, Census Tract 2703, Cottonwood County, Minnesota",127,128,9,9,9,9,9,7,9,7,127,30,39,8,11,13,5,127
"G27003302703002","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270300","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332703002",,,"270332703002","Block Group 2, Census Tract 2703, Cottonwood County, Minnesota",985,888,35,0,0,0,62,0,0,0,985,36,111,2,33,3,0,800,"Block Group 2, Census Tract 2703, Cottonwood County, Minnesota",290,279,58,9,9,9,80,9,9,9,290,58,88,4,33,6,9,288
"G27003302703003","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270300","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332703003",,,"270332703003","Block Group 3, Census Tract 2703, Cottonwood County, Minnesota",924,885,0,0,0,39,0,0,0,0,924,14,13,0,39,96,8,754,"Block Group 3, Census Tract 2703, Cottonwood County, Minnesota",175,157,9,9,9,54,9,9,9,9,175,19,18,9,37,84,9,155
"G27003302703004","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270300","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332703004",,,"270332703004","Block Group 4, Census Tract 2703, Cottonwood County, Minnesota",1138,1054,2,0,16,0,66,0,0,0,1105,111,20,44,36,57,0,837,"Block Group 4, Census Tract 2703, Cottonwood County, Minnesota",212,210,6,9,19,9,75,9,9,9,211,89,30,51,52,49,9,194
"G27003302704001","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270400","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332704001",,,"270332704001","Block Group 1, Census Tract 2704, Cottonwood County, Minnesota",980,876,3,0,68,0,24,9,8,1,980,47,39,7,111,7,0,769,"Block Group 1, Census Tract 2704, Cottonwood County, Minnesota",207,188,7,9,67,9,37,15,14,2,207,75,65,9,98,10,9,187
"G27003302704002","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270400","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332704002",,,"270332704002","Block Group 2, Census Tract 2704, Cottonwood County, Minnesota",999,693,0,0,21,0,232,53,0,53,999,26,150,246,25,108,0,444,"Block Group 2, Census Tract 2704, Cottonwood County, Minnesota",275,194,9,9,35,9,185,28,9,28,275,34,129,185,38,75,9,120
"G27003302704003","2018-2022","MN",,,"Minnesota","27","Cottonwood County","033",,,"270400","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270332704003",,,"270332704003","Block Group 3, Census Tract 2704, Cottonwood County, Minnesota",1127,784,135,18,9,0,0,181,156,25,1026,64,52,28,147,18,90,627,"Block Group 3, Census Tract 2704, Cottonwood County, Minnesota",194,180,77,24,13,9,9,105,95,35,194,70,57,25,91,25,85,129
"G27003509501001","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359501001",,,"270359501001","Block Group 1, Census Tract 9501, Crow Wing County, Minnesota",618,580,0,0,0,0,6,32,28,4,618,4,23,1,10,41,64,475,"Block Group 1, Census Tract 9501, Crow Wing County, Minnesota",155,156,9,9,9,9,7,23,22,4,155,5,16,2,6,30,69,145
"G27003509501002","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950100","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359501002",,,"270359501002","Block Group 2, Census Tract 9501, Crow Wing County, Minnesota",830,816,0,0,0,0,0,14,4,10,830,29,41,38,13,29,13,667,"Block Group 2, Census Tract 9501, Crow Wing County, Minnesota",92,90,9,9,9,9,9,13,5,12,92,17,19,22,10,13,9,89
"G27003509501003","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950100","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359501003",,,"270359501003","Block Group 3, Census Tract 9501, Crow Wing County, Minnesota",510,503,0,2,0,0,0,5,0,5,510,16,4,20,11,37,14,408,"Block Group 3, Census Tract 9501, Crow Wing County, Minnesota",70,70,9,3,9,9,9,5,9,5,70,8,4,11,10,21,11,70
"G27003509502041","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950204","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359502041",,,"270359502041","Block Group 1, Census Tract 9502.04, Crow Wing County, Minnesota",1155,1132,0,0,0,0,0,23,0,23,1148,66,11,5,2,39,11,1014,"Block Group 1, Census Tract 9502.04, Crow Wing County, Minnesota",194,188,9,9,9,9,9,34,9,34,194,35,9,6,3,29,19,201
"G27003509502042","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950204","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359502042",,,"270359502042","Block Group 2, Census Tract 9502.04, Crow Wing County, Minnesota",739,704,21,0,0,0,0,14,2,12,739,23,62,24,19,26,42,543,"Block Group 2, Census Tract 9502.04, Crow Wing County, Minnesota",178,170,22,9,9,9,9,14,3,14,178,17,48,21,20,17,39,152
"G27003509504011","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950401","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359504011",,,"270359504011","Block Group 1, Census Tract 9504.01, Crow Wing County, Minnesota",2057,1988,0,0,9,0,0,60,53,7,2047,76,38,10,28,70,85,1740,"Block Group 1, Census Tract 9504.01, Crow Wing County, Minnesota",179,181,9,9,12,9,9,46,46,8,178,43,44,12,33,35,109,205
"G27003509504012","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950401","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359504012",,,"270359504012","Block Group 2, Census Tract 9504.01, Crow Wing County, Minnesota",1450,1379,0,19,5,0,0,47,0,47,1415,7,63,79,195,57,22,992,"Block Group 2, Census Tract 9504.01, Crow Wing County, Minnesota",319,302,9,24,9,9,9,49,9,49,317,9,46,57,225,42,31,230
"G27003509504013","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950401","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359504013",,,"270359504013","Block Group 3, Census Tract 9504.01, Crow Wing County, Minnesota",513,492,13,0,8,0,0,0,0,0,488,9,7,3,19,0,0,450,"Block Group 3, Census Tract 9504.01, Crow Wing County, Minnesota",162,162,26,9,12,9,9,9,9,9,158,9,10,4,22,9,9,157
"G27003509504021","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950402","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359504021",,,"270359504021","Block Group 1, Census Tract 9504.02, Crow Wing County, Minnesota",908,812,0,0,5,0,0,91,13,78,908,56,29,0,14,13,4,792,"Block Group 1, Census Tract 9504.02, Crow Wing County, Minnesota",148,134,9,9,7,9,9,78,20,73,148,42,22,9,15,20,6,141
"G27003509504022","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950402","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359504022",,,"270359504022","Block Group 2, Census Tract 9504.02, Crow Wing County, Minnesota",657,623,0,0,6,0,0,28,0,28,657,21,0,4,64,42,11,515,"Block Group 2, Census Tract 9504.02, Crow Wing County, Minnesota",126,119,9,9,10,9,9,34,9,34,126,15,9,6,69,47,17,99
"G27003509505011","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950501","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359505011",,,"270359505011","Block Group 1, Census Tract 9505.01, Crow Wing County, Minnesota",809,718,30,0,0,0,0,61,25,36,809,35,8,3,4,0,9,750,"Block Group 1, Census Tract 9505.01, Crow Wing County, Minnesota",201,179,45,9,9,9,9,59,33,50,201,38,11,4,8,9,8,197
"G27003509505012","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950501","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359505012",,,"270359505012","Block Group 2, Census Tract 9505.01, Crow Wing County, Minnesota",1182,1160,0,0,0,0,4,18,18,0,1177,0,51,25,13,119,12,957,"Block Group 2, Census Tract 9505.01, Crow Wing County, Minnesota",188,189,9,9,9,9,6,23,23,9,188,9,47,23,20,59,13,178
"G27003509505013","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950501","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359505013",,,"270359505013","Block Group 3, Census Tract 9505.01, Crow Wing County, Minnesota",515,495,0,0,0,0,18,2,0,2,515,24,0,41,12,0,29,409,"Block Group 3, Census Tract 9505.01, Crow Wing County, Minnesota",135,126,9,9,9,9,30,4,9,4,135,31,9,60,14,9,30,123
"G27003509505021","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950502","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359505021",,,"270359505021","Block Group 1, Census Tract 9505.02, Crow Wing County, Minnesota",1246,1186,0,0,0,0,0,60,23,37,1246,21,39,36,18,62,23,1047,"Block Group 1, Census Tract 9505.02, Crow Wing County, Minnesota",143,142,9,9,9,9,9,28,18,21,143,19,27,24,15,31,16,136
"G27003509505022","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950502","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359505022",,,"270359505022","Block Group 2, Census Tract 9505.02, Crow Wing County, Minnesota",1480,1379,48,12,0,0,0,41,12,29,1480,58,39,40,32,153,45,1113,"Block Group 2, Census Tract 9505.02, Crow Wing County, Minnesota",231,219,61,16,9,9,9,31,16,22,231,35,42,42,22,163,39,133
"G27003509507011","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950701","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359507011",,,"270359507011","Block Group 1, Census Tract 9507.01, Crow Wing County, Minnesota",1383,1276,26,3,0,0,0,78,1,77,1351,43,87,50,106,81,21,963,"Block Group 1, Census Tract 9507.01, Crow Wing County, Minnesota",186,173,27,4,9,9,9,44,2,44,182,32,57,33,51,63,16,164
"G27003509507012","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950701","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359507012",,,"270359507012","Block Group 2, Census Tract 9507.01, Crow Wing County, Minnesota",1342,1310,0,3,0,0,0,29,0,29,1321,151,123,38,52,169,78,710,"Block Group 2, Census Tract 9507.01, Crow Wing County, Minnesota",232,236,9,5,9,9,9,25,9,25,231,84,63,18,28,166,60,130
"G27003509507021","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950702","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359507021",,,"270359507021","Block Group 1, Census Tract 9507.02, Crow Wing County, Minnesota",1455,1345,6,1,9,0,84,10,2,8,1440,51,91,163,44,130,65,896,"Block Group 1, Census Tract 9507.02, Crow Wing County, Minnesota",203,189,8,2,12,9,67,9,3,7,202,29,49,94,27,94,41,150
"G27003509507022","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950702","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359507022",,,"270359507022","Block Group 2, Census Tract 9507.02, Crow Wing County, Minnesota",841,778,4,0,4,0,0,55,15,40,736,37,114,8,21,0,0,556,"Block Group 2, Census Tract 9507.02, Crow Wing County, Minnesota",149,129,10,9,10,9,9,50,23,46,148,29,58,11,18,9,9,133
"G27003509507023","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950702","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359507023",,,"270359507023","Block Group 3, Census Tract 9507.02, Crow Wing County, Minnesota",1019,894,0,31,0,0,5,89,5,84,1012,18,130,29,85,82,101,567,"Block Group 3, Census Tract 9507.02, Crow Wing County, Minnesota",200,192,9,32,9,9,7,54,7,54,199,14,81,24,89,53,99,156
"G27003509508011","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950801","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359508011",,,"270359508011","Block Group 1, Census Tract 9508.01, Crow Wing County, Minnesota",1163,1126,9,0,4,0,17,7,7,0,1154,17,22,18,23,123,16,935,"Block Group 1, Census Tract 9508.01, Crow Wing County, Minnesota",193,193,4,9,10,9,19,9,9,9,194,14,16,28,17,62,18,187
"G27003509508012","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950801","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359508012",,,"270359508012","Block Group 2, Census Tract 9508.01, Crow Wing County, Minnesota",914,880,0,0,0,0,0,34,0,34,914,22,14,15,50,78,19,716,"Block Group 2, Census Tract 9508.01, Crow Wing County, Minnesota",210,204,9,9,9,9,9,32,9,32,210,15,17,14,30,60,18,203
"G27003509508021","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950802","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359508021",,,"270359508021","Block Group 1, Census Tract 9508.02, Crow Wing County, Minnesota",954,828,0,49,0,0,0,77,20,57,954,13,11,30,48,20,17,815,"Block Group 1, Census Tract 9508.02, Crow Wing County, Minnesota",147,127,9,53,9,9,9,56,16,53,147,12,7,40,50,11,18,142
"G27003509508022","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950802","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359508022",,,"270359508022","Block Group 2, Census Tract 9508.02, Crow Wing County, Minnesota",1022,1019,0,0,0,0,0,3,0,3,1017,63,70,75,12,48,26,723,"Block Group 2, Census Tract 9508.02, Crow Wing County, Minnesota",168,169,9,9,9,9,9,4,9,4,167,51,32,59,10,43,18,139
"G27003509508023","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950802","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359508023",,,"270359508023","Block Group 3, Census Tract 9508.02, Crow Wing County, Minnesota",960,883,1,10,12,0,32,22,12,10,919,7,61,11,49,21,39,731,"Block Group 3, Census Tract 9508.02, Crow Wing County, Minnesota",140,141,2,16,12,9,43,13,12,10,139,7,39,9,28,16,40,123
"G27003509509011","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950901","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359509011",,,"270359509011","Block Group 1, Census Tract 9509.01, Crow Wing County, Minnesota",1022,996,0,4,22,0,0,0,0,0,1022,46,17,130,19,10,63,737,"Block Group 1, Census Tract 9509.01, Crow Wing County, Minnesota",316,315,9,8,26,9,9,9,9,9,316,67,29,201,28,18,100,265
"G27003509509012","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950901","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359509012",,,"270359509012","Block Group 2, Census Tract 9509.01, Crow Wing County, Minnesota",1925,1784,0,0,0,0,83,58,58,0,1869,31,20,1,60,0,0,1757,"Block Group 2, Census Tract 9509.01, Crow Wing County, Minnesota",506,461,9,9,9,9,113,70,70,9,506,95,36,1,92,9,9,506
"G27003509509021","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950902","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359509021",,,"270359509021","Block Group 1, Census Tract 9509.02, Crow Wing County, Minnesota",257,240,0,0,0,0,0,17,17,0,257,0,24,8,19,40,0,166,"Block Group 1, Census Tract 9509.02, Crow Wing County, Minnesota",141,145,9,9,9,9,9,29,29,9,141,9,39,14,29,63,9,116
"G27003509509022","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950902","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359509022",,,"270359509022","Block Group 2, Census Tract 9509.02, Crow Wing County, Minnesota",1621,1594,0,0,0,0,0,27,21,6,1621,0,47,11,16,35,68,1444,"Block Group 2, Census Tract 9509.02, Crow Wing County, Minnesota",374,369,9,9,9,9,9,37,36,10,374,9,72,18,26,57,90,364
"G27003509509023","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"950902","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359509023",,,"270359509023","Block Group 3, Census Tract 9509.02, Crow Wing County, Minnesota",632,632,0,0,0,0,0,0,0,0,632,51,11,8,0,14,19,529,"Block Group 3, Census Tract 9509.02, Crow Wing County, Minnesota",304,304,9,9,9,9,9,9,9,9,304,86,16,12,9,16,31,294
"G27003509510001","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951000","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359510001",,,"270359510001","Block Group 1, Census Tract 9510, Crow Wing County, Minnesota",1926,1918,0,6,0,0,0,2,0,2,1926,221,138,97,48,146,29,1247,"Block Group 1, Census Tract 9510, Crow Wing County, Minnesota",363,365,9,10,9,9,9,5,9,5,363,194,90,112,60,154,39,304
"G27003509510002","2018-2022","MN",,,"Minnesota","27","Crow Wing County","035",,,"951000","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US270359510002",,,"270359510002","Block Group 2, Census Tract 9510, Crow Wing County, Minnesota",1179,1113,4,20,0,0,14,28,0,28,1165,127,66,0,13,236,0,723,"Block Group 2, Census Tract 9510, Crow Wing County, Minnesota",309,319,3,32,9,9,21,37,9,37,309,118,91,9,20,195,9,255
