GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AQNGE001,AQNGE002,AQNGE003,AQNGE004,AQNGE005,AQNGE006,AQNGE007,AQNGE008,AQNGE009,AQNGE010,AQPZE001,AQPZE002,AQPZE003,AQPZE004,AQPZE005,AQPZE006,AQPZE007,AQPZE008,NAME_M,AQNGM001,AQNGM002,AQNGM003,AQNGM004,AQNGM005,AQNGM006,AQNGM007,AQNGM008,AQNGM009,AQNGM010,AQPZM001,AQPZM002,AQPZM003,AQPZM004,AQPZM005,AQPZM006,AQPZM007,AQPZM008
"G27012300411052","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041105","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411052",,,"271230411052","Block Group 2, Census Tract 411.05, Ramsey County, Minnesota",1612,1350,0,0,0,0,42,220,165,55,1612,21,10,0,240,32,0,1309,"Block Group 2, Census Tract 411.05, Ramsey County, Minnesota",420,424,9,9,9,9,65,214,219,83,420,25,16,9,237,45,9,481
"G27012300411053","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041105","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411053",,,"271230411053","Block Group 3, Census Tract 411.05, Ramsey County, Minnesota",826,734,0,0,91,0,0,1,0,1,825,4,16,61,42,0,0,702,"Block Group 3, Census Tract 411.05, Ramsey County, Minnesota",313,294,9,9,105,9,9,3,9,3,313,9,19,60,47,9,9,322
"G27012300411054","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041105","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411054",,,"271230411054","Block Group 4, Census Tract 411.05, Ramsey County, Minnesota",2175,1100,860,0,150,0,65,0,0,0,2021,736,116,22,0,12,0,1135,"Block Group 4, Census Tract 411.05, Ramsey County, Minnesota",915,586,770,9,90,9,81,9,9,9,809,757,116,33,9,19,9,361
"G27012300411055","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041105","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411055",,,"271230411055","Block Group 5, Census Tract 411.05, Ramsey County, Minnesota",858,825,0,0,0,0,0,33,0,33,858,0,4,12,0,0,12,830,"Block Group 5, Census Tract 411.05, Ramsey County, Minnesota",330,327,9,9,9,9,9,42,9,42,330,9,8,20,9,9,20,330
"G27012300411061","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041106","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411061",,,"271230411061","Block Group 1, Census Tract 411.06, Ramsey County, Minnesota",720,489,158,0,0,0,0,73,54,19,720,18,0,12,40,57,0,593,"Block Group 1, Census Tract 411.06, Ramsey County, Minnesota",171,168,97,9,9,9,9,91,86,31,171,29,9,19,63,59,9,183
"G27012300411062","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041106","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411062",,,"271230411062","Block Group 2, Census Tract 411.06, Ramsey County, Minnesota",1929,1422,142,0,263,0,29,73,17,56,1929,81,2,8,1,8,0,1829,"Block Group 2, Census Tract 411.06, Ramsey County, Minnesota",328,278,195,9,226,9,50,67,28,61,328,77,5,11,3,12,9,323
"G27012300411063","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041106","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411063",,,"271230411063","Block Group 3, Census Tract 411.06, Ramsey County, Minnesota",922,808,0,0,60,0,0,54,6,48,906,9,16,0,0,0,44,837,"Block Group 3, Census Tract 411.06, Ramsey County, Minnesota",194,166,9,9,80,9,9,69,10,67,194,14,24,9,9,9,75,173
"G27012300411071","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041107","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411071",,,"271230411071","Block Group 1, Census Tract 411.07, Ramsey County, Minnesota",1082,596,388,0,32,0,12,54,54,0,1036,90,145,10,9,70,80,632,"Block Group 1, Census Tract 411.07, Ramsey County, Minnesota",428,345,237,9,50,9,20,91,91,9,394,78,176,18,18,115,151,351
"G27012300411072","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041107","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411072",,,"271230411072","Block Group 2, Census Tract 411.07, Ramsey County, Minnesota",1001,450,283,0,219,0,9,40,0,40,1001,0,247,13,16,0,16,709,"Block Group 2, Census Tract 411.07, Ramsey County, Minnesota",476,220,391,9,255,9,16,60,9,60,476,9,298,21,26,9,25,337
"G27012300411073","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041107","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411073",,,"271230411073","Block Group 3, Census Tract 411.07, Ramsey County, Minnesota",1517,682,706,16,24,0,34,55,11,44,1517,25,0,333,66,101,0,992,"Block Group 3, Census Tract 411.07, Ramsey County, Minnesota",604,259,557,23,41,9,57,64,19,61,604,40,9,502,73,168,9,388
"G27012300411074","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041107","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411074",,,"271230411074","Block Group 4, Census Tract 411.07, Ramsey County, Minnesota",1930,1222,305,5,220,0,0,178,23,155,1930,48,311,10,190,234,0,1137,"Block Group 4, Census Tract 411.07, Ramsey County, Minnesota",476,340,340,10,169,9,9,185,45,186,476,56,373,16,200,199,9,343
"G27012300411075","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041107","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230411075",,,"271230411075","Block Group 5, Census Tract 411.07, Ramsey County, Minnesota",714,503,21,0,116,1,63,10,0,10,714,20,9,138,54,0,129,364,"Block Group 5, Census Tract 411.07, Ramsey County, Minnesota",266,233,27,9,129,4,102,16,9,16,266,31,7,138,85,9,149,190
"G27012300412001","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041200","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230412001",,,"271230412001","Block Group 1, Census Tract 412, Ramsey County, Minnesota",1700,1240,324,16,64,0,7,49,0,49,1508,93,158,76,0,149,80,952,"Block Group 1, Census Tract 412, Ramsey County, Minnesota",310,260,214,20,49,9,12,48,9,48,310,103,100,62,9,138,61,240
"G27012300412002","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041200","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230412002",,,"271230412002","Block Group 2, Census Tract 412, Ramsey County, Minnesota",1347,856,8,0,29,0,304,150,0,150,1347,38,69,17,70,13,10,1130,"Block Group 2, Census Tract 412, Ramsey County, Minnesota",376,265,15,9,30,9,265,147,9,147,376,41,71,26,101,16,18,355
"G27012300412003","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041200","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230412003",,,"271230412003","Block Group 3, Census Tract 412, Ramsey County, Minnesota",951,430,323,0,118,0,0,80,33,47,951,84,118,41,0,28,13,667,"Block Group 3, Census Tract 412, Ramsey County, Minnesota",311,186,216,9,132,9,9,70,51,50,311,110,172,54,9,41,16,283
"G27012300413011","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041301","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230413011",,,"271230413011","Block Group 1, Census Tract 413.01, Ramsey County, Minnesota",1462,1121,155,0,112,0,13,61,15,46,1455,52,74,11,27,93,0,1198,"Block Group 1, Census Tract 413.01, Ramsey County, Minnesota",303,287,92,9,85,9,22,66,24,63,303,50,73,17,46,81,9,291
"G27012300413012","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041301","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230413012",,,"271230413012","Block Group 2, Census Tract 413.01, Ramsey County, Minnesota",1641,1114,0,0,62,0,0,465,54,411,1641,13,18,27,0,19,0,1564,"Block Group 2, Census Tract 413.01, Ramsey County, Minnesota",473,323,9,9,46,9,9,255,58,251,473,16,27,31,9,30,9,476
"G27012300413013","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041301","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230413013",,,"271230413013","Block Group 3, Census Tract 413.01, Ramsey County, Minnesota",828,612,121,1,64,0,1,29,16,13,824,4,25,1,8,0,1,785,"Block Group 3, Census Tract 413.01, Ramsey County, Minnesota",279,232,131,3,47,9,2,37,31,20,279,5,23,5,13,9,2,280
"G27012300413021","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041302","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230413021",,,"271230413021","Block Group 1, Census Tract 413.02, Ramsey County, Minnesota",1991,1689,70,5,75,0,12,140,117,23,1158,16,43,0,8,64,15,1012,"Block Group 1, Census Tract 413.02, Ramsey County, Minnesota",207,209,51,10,57,9,16,129,129,21,206,24,43,9,13,51,24,207
"G27012300413022","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041302","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230413022",,,"271230413022","Block Group 2, Census Tract 413.02, Ramsey County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 413.02, Ramsey County, Minnesota",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G27012300413023","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041302","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230413023",,,"271230413023","Block Group 3, Census Tract 413.02, Ramsey County, Minnesota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 413.02, Ramsey County, Minnesota",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G27012300413024","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041302","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230413024",,,"271230413024","Block Group 4, Census Tract 413.02, Ramsey County, Minnesota",2586,1818,250,27,298,0,0,193,18,175,2503,389,106,46,12,21,63,1866,"Block Group 4, Census Tract 413.02, Ramsey County, Minnesota",566,461,228,31,184,9,9,189,30,185,555,313,74,41,18,24,95,433
"G27012300414001","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041400","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230414001",,,"271230414001","Block Group 1, Census Tract 414, Ramsey County, Minnesota",2024,1308,369,91,179,0,0,77,0,77,2024,74,5,29,0,47,16,1853,"Block Group 1, Census Tract 414, Ramsey County, Minnesota",406,333,261,106,165,9,9,129,9,129,406,130,11,39,9,51,26,430
"G27012300414002","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041400","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230414002",,,"271230414002","Block Group 2, Census Tract 414, Ramsey County, Minnesota",724,520,0,0,0,0,128,76,0,76,724,93,37,0,0,128,0,466,"Block Group 2, Census Tract 414, Ramsey County, Minnesota",281,229,9,9,9,9,187,132,9,132,281,121,39,9,9,187,9,238
"G27012300414003","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041400","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230414003",,,"271230414003","Block Group 3, Census Tract 414, Ramsey County, Minnesota",1041,855,3,0,34,0,5,144,51,93,909,44,2,0,48,0,13,802,"Block Group 3, Census Tract 414, Ramsey County, Minnesota",273,289,5,9,57,9,13,118,59,110,273,40,6,9,73,9,21,275
"G27012300414004","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041400","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230414004",,,"271230414004","Block Group 4, Census Tract 414, Ramsey County, Minnesota",835,677,135,0,23,0,0,0,0,0,835,18,36,63,0,42,0,676,"Block Group 4, Census Tract 414, Ramsey County, Minnesota",279,198,188,9,43,9,9,9,9,9,279,27,42,44,9,65,9,274
"G27012300414005","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041400","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230414005",,,"271230414005","Block Group 5, Census Tract 414, Ramsey County, Minnesota",912,738,114,0,0,0,0,60,0,60,912,0,49,16,0,15,0,832,"Block Group 5, Census Tract 414, Ramsey County, Minnesota",262,223,174,9,9,9,9,92,9,92,262,9,59,25,9,25,9,257
"G27012300415001","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041500","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230415001",,,"271230415001","Block Group 1, Census Tract 415, Ramsey County, Minnesota",1039,870,57,0,17,0,80,15,0,15,953,76,2,0,21,54,2,798,"Block Group 1, Census Tract 415, Ramsey County, Minnesota",281,267,84,9,24,9,96,25,9,25,255,77,4,9,32,84,4,246
"G27012300415002","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041500","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230415002",,,"271230415002","Block Group 2, Census Tract 415, Ramsey County, Minnesota",1959,1667,188,4,38,0,0,62,16,46,1761,61,18,15,16,44,108,1499,"Block Group 2, Census Tract 415, Ramsey County, Minnesota",454,424,247,12,42,9,9,46,26,38,459,96,29,24,25,51,108,450
"G27012300415003","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041500","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230415003",,,"271230415003","Block Group 3, Census Tract 415, Ramsey County, Minnesota",1387,911,214,0,174,0,0,88,49,39,1387,0,3,81,0,0,31,1272,"Block Group 3, Census Tract 415, Ramsey County, Minnesota",348,324,215,9,185,9,9,113,86,66,348,9,5,130,9,9,49,347
"G27012300415004","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041500","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230415004",,,"271230415004","Block Group 4, Census Tract 415, Ramsey County, Minnesota",1160,910,0,0,194,0,0,56,0,56,1160,0,0,0,0,0,0,1160,"Block Group 4, Census Tract 415, Ramsey County, Minnesota",358,264,9,9,242,9,9,73,9,73,358,9,9,9,9,9,9,358
"G27012300416011","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041601","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230416011",,,"271230416011","Block Group 1, Census Tract 416.01, Ramsey County, Minnesota",1446,1105,62,0,160,0,0,119,63,56,1446,11,125,14,16,65,0,1215,"Block Group 1, Census Tract 416.01, Ramsey County, Minnesota",339,297,84,9,155,9,9,97,48,87,339,25,115,22,28,64,9,335
"G27012300416012","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041601","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230416012",,,"271230416012","Block Group 2, Census Tract 416.01, Ramsey County, Minnesota",1376,1018,257,5,72,0,0,24,0,24,1376,15,94,0,36,96,62,1073,"Block Group 2, Census Tract 416.01, Ramsey County, Minnesota",351,313,225,8,67,9,9,43,9,43,351,25,88,9,51,152,69,301
"G27012300416013","2018-2022","MN",,,"Minnesota","27","Ramsey County","123",,,"041601","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US271230416013",,,"271230416013","Block Group 3, Census Tract 416.01, Ramsey County, Minnesota",1476,1095,117,0,111,0,0,153,0,153,1472,19,0,0,11,0,0,1442,"Block Group 3, Census Tract 416.01, Ramsey County, Minnesota",611,557,107,9,152,9,9,184,9,184,612,30,9,9,27,9,9,615
